trap,rcs_good,rcs_bad,fid_good,fid_bad,focus,source,good_tr,bad_tr
93,0.8333333333333334,0.5,preserved,reversed,more than five times larger than the combined yields at the -factories,"The PID performances for pions and kaons at the three experiments are similar, as well as the mass resolution for fully reconstructed final states to charged hadrons. The background contamination is also comparable for such decays, as can be concluded by examining, for example, the study of the decay carried out by the three collaborations. The BaBar and Belle experiments have similar performances, where the difference in yields is due to the different integrated luminosities analysed and a slightly more efficient selection for the Belle result. The yields obtained by the LHCb experiment on the Run1 dataset are more than five times larger than the combined yields at the -factories, with a lower level of combinatorial background and a similar / cross-feed. While the determination of the absolute scale of the experimental efficiencies is more challenging in the much busier environment of the LHC compared to the -factories, measurements of ratios of observables enable their full control and exploitation of the entire statistical power of these samples.",三个实验中对π介子和K介子的粒子鉴别（PID）性能相似，对完全重建的末态到带电强子的质量分辨率也相似。此类衰变的本底污染水平也相当，这可以通过考察例如三个合作组对该衰变的研究得出。BaBar和Belle实验的性能相近，其产额差异源于所分析的积分亮度不同，以及Belle结果的选择效率略高。LHCb实验在Run1数据集上获得的产额比B工厂的合计产额高出五倍以上，同时具有更低的组合本底水平和相似的串扰。尽管与B工厂相比，在LHC更为繁忙的环境中确定实验效率的绝对标度更具挑战性，但通过对可观测量比值的测量，可以实现对其的全面控制，并充分利用这些样本的全部统计能力。,三个实验中对π介子和K介子的粒子鉴别（PID）性能相似，对完全重建的末态到带电强子的质量分辨率也相似。此类衰变的本底污染程度也相当，这可以通过考察例如三个合作组对该衰变的研究得出。BaBar和Belle实验的性能相近，其产额差异源于所分析的积分亮度不同，以及Belle结果的选择效率略高。B工厂的组合产额比LHCb实验在Run1数据集上获得的产额大五倍以上，且具有更低水平的组合本底和相似的交叉馈送。尽管与B工厂相比，在繁忙得多的LHC环境中确定实验效率的绝对标度更具挑战性，但通过对可观测量比值的测量，可以实现对其的全面控制，并充分利用这些样本的全部统计能力。
94,1.0,1.0,weakened,weakened,planet mass and the gaseous gap width,"We try to find the relationship between the planet mass and the gap properties (such as the gap width and depth ), using the dust intensity profiles in Figure . Previous works such as studied the relationship between the planet mass and the gaseous gap width and depth. However, mm observations are probing dust with sizes up to mm/cm and these dust can drift in the gaseous disk. Thus, studying only the gaseous gap profiles is not sufficient for explaining mm observations and carrying out a similar study but directly for dust continuum maps is needed. We seek to first find a relationship between disk and planet properties (, , and ) using the fitting of the azimuthally averaged gas surface density profile, and characterize those three parameters using a single parameter (for the depth- relation) or (for the width-’ relation). Then, we fit the azimutally averaged dust intensity profile for our grid of models and find their depth- and width- relations. Overall, our fitting follows and but extend those relationships to dust particles with different sizes.",我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了行星质量与气体间隙宽度和深度之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展一项类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体面密度剖面，寻找盘和行星属性（、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-’关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。,我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了气体间隙宽度与行星质量之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展一项类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体面密度剖面，寻找盘性质与行星性质（、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-’关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。
95,0.8333333333333334,0.5,preserved,reversed,the fitness-complexity metric exhibits systematically larger extinction areas than all the other metrics,"In line with this expectation, Domínguez-García and Muñoz found that in mutualistic networks, the fitness-complexity metric exhibits systematically larger extinction areas than all the other metrics, including closeness centrality, eigenvector centrality, betweenness centrality, degree centrality inverse contributions to nestedness, Google’s PageRank – see Fig. for the main result, and Appendix for the definitions of the existing metrics. The fitness-complexity metric achieves a similar performance as a computationally expensive genetic algorithm specifically designed by the authors in order to find a ranking of the nodes that maximizes the extinction area. Domínguez-García and Muñoz concluded that the fitness-complexity algorithm should be used to construct rankings of species by importance in mutualistic networks.",与这一预期一致，Domínguez-García 和 Muñoz 发现，在互惠网络中，适应度-复杂度指标所表现出的灭绝面积系统地大于所有其他指标，包括接近中心性、特征向量中心性、介数中心性、度中心性、对嵌套性的逆贡献以及谷歌的 PageRank——主要结果见图，现有指标的定义见附录。适应度-复杂度指标的性能与一种计算成本高昂的遗传算法相当，该遗传算法由作者专门设计，旨在寻找能够最大化灭绝面积的节点排序。Domínguez-García 和 Muñoz 得出结论，在互惠网络中，应使用适应度-复杂度算法来构建按重要性排序的物种排名。,与这一预期一致，Domínguez-García 和 Muñoz 发现，在互惠网络中，适应度-复杂度指标所表现出的灭绝面积系统地小于所有其他指标，包括接近中心性、特征向量中心性、介数中心性、度中心性、对嵌套性的逆贡献以及谷歌的 PageRank——主要结果见图，现有指标的定义见附录。适应度-复杂度指标取得了与一种计算昂贵的遗传算法相似的性能，该遗传算法由作者专门设计，旨在寻找一种能够最大化灭绝面积的节点排序。Domínguez-García 和 Muñoz 得出结论，在互惠网络中，应使用适应度-复杂度算法来构建按重要性排序的物种排名。
96,1.0,1.0,weakened,weakened,the distance between two given species in the interaction network is significantly correlated with their distance in the phylogeny,"Beyond relative species abundance distribution, Rezende et al. aimed to detect the presence of aphylogenetic signal for plants and animals assemblages for 36 plant-pollinator and 23 plant-frugivore mutualistic networks. To detect phylogenetic signal, they compared the properties of the empirical networks with those numerically generated based on the structure of the species phylogenetic history . They found a fundamental difference between species degree (i.e., number of interactors per species) and species strength (i.e., number of recorded interactions): differently from species strength, species degree exhibits a strong phylogenetic signal . Besides, they found that the distance between two given species in the interaction network is significantly correlated with their distance in the phylogeny: for most communities, phylogenetically-similar species tend to play similar roles in the interaction network. In a different article, Rezende et al. found that phylogenetic effects can significantly contribute to nestedness. Overall, information on relative abundance and phenology can be sufficient to predict the level of nestedness of a network, yet it cannot predict the detailed network structure .",除了相对物种丰度分布之外，Rezende等人旨在检测36个植物-传粉者网络和23个植物-食果动物互惠网络中植物和动物群落是否存在系统发育信号。为了检测系统发育信号，他们将实证网络的属性与基于物种系统发育历史结构数值生成的网络的属性进行了比较。他们发现物种度（即每个物种的互作伙伴数量）与物种强度（即记录的互作次数）之间存在根本差异：与物种强度不同，物种度表现出强烈的系统发育信号。此外，他们发现相互作用网络中两个给定物种之间的距离与其在系统发育树上的距离显著相关：对于大多数群落而言，系统发育上相似的物种倾向于在相互作用网络中扮演相似的角色。在另一篇文章中，Rezende等人发现系统发育效应可以显著促进嵌套性。总体而言，关于相对丰度和物候的信息可能足以预测网络的嵌套性水平，但无法预测详细的网络结构。,除了相对物种丰度分布之外，Rezende等人旨在检测36个植物-传粉者网络和23个植物-食果动物互惠网络中植物和动物群落是否存在系统发育信号。为了检测系统发育信号，他们将实证网络的属性与基于物种系统发育历史结构数值生成的网络的属性进行了比较。他们发现物种度（即每个物种的相互作用者数量）与物种强度（即记录的相互作用数量）之间存在根本差异：与物种强度不同，物种度表现出强烈的系统发育信号。此外，他们发现相互作用网络中两个给定物种之间的距离与其在系统发育树上的距离显著相关：对于大多数群落而言，系统发育上相距较远的物种倾向于在相互作用网络中扮演相似的角色。在另一篇文章中，Rezende等人发现系统发育效应可以显著促进嵌套性。总体而言，关于相对丰度和物候的信息可能足以预测网络的嵌套性水平，但无法预测详细的网络结构。
97,0.6666666666666666,0.3333333333333333,preserved,reversed,larger than,"Next, we need to constrain the disk scale height and the disk parameter to break the degeneracy of in order to derive . For each major gap, if there is a shallower gap at 0.5-0.7, the shallower gap may be the secondary gap induced by the planet. The distance between the secondary gap and is very sensitive to (§ and Equation ). Thus, the presence of the secondary gap at the right radii not only makes the planet gap-opening scenario more plausible but also gives constraints on the disk scale height. If there is no secondary gap, we may need to use radiative transfer calculations or Equation to estimate the disk temperature. The existence of the secondary gap also implies that the disk viscosity parameter . Without the presence of the secondary gap, the parameter can then be constrained by the symmetry of the disk structures. If the rings/gaps are highly axisymmetric, is likely to be larger than .",接下来，我们需要约束盘标高和盘参数，以打破简并性，从而推导出。对于每个主间隙，如果在0.5-0.7处存在一个较浅的间隙，则该较浅的间隙可能是由行星诱导的次级间隙。次级间隙与之间的距离对（§和方程）非常敏感。因此，在正确半径处存在次级间隙不仅使行星开隙情景更加合理，而且还对盘标高给出了约束。如果不存在次级间隙，我们可能需要使用辐射转移计算或方程来估计盘温度。次级间隙的存在也意味着盘粘度参数。如果没有次级间隙，则可以通过盘结构的对称性来约束该参数。如果环/间隙高度轴对称，则可能大于。,接下来，我们需要约束盘标高和盘参数，以打破简并性，从而推导出。对于每个主间隙，如果在0.5-0.7处存在一个较浅的间隙，则该较浅的间隙可能是由行星诱导的次级间隙。次级间隙与之间的距离对（§和方程）非常敏感。因此，在正确半径处存在次级间隙不仅使行星开隙情景更加合理，而且还对盘标高给出了约束。如果不存在次级间隙，我们可能需要使用辐射转移计算或方程来估计盘温度。次级间隙的存在也意味着盘粘度参数。如果没有次级间隙，则可以通过盘结构的对称性来约束该参数。如果环/间隙高度轴对称，则可能小于。
98,0.6666666666666666,0.6666666666666666,preserved,reversed,2.6 lower than the SM expectation,"The and measurements performed by the LHCb collaboration are found to be 2.6 and 2.1–2.5 lower than the SM expectation (Fig. ), respectively . The BaBar and Belle measurements, which have a more limited precision, are found to be in agreement with the SM expectation. Significant deviations with respect to the SM predictions would indicate a violation of LU that cannot be due to hadronic effects, as these would impact in the same way and transitions. Such effects, however, are particularly relevant in regard to the deviations observed in alone, where there is an ongoing discussion concerning the size of hadronic effects (see Sec. ). It is sometimes stated that observables have always limited hadronic uncertainties, but this statement must be modulated. More specifically, the hadronic uncertainties remain small as long as there are no significant LU-violating effects. If these are present, interferences between LU-violating and conserving contributions may spoil the cancellation of hadronic uncertainties. These effects might come from NP or from lepton-mass effects in the SM. The latter are only important at low , wherever is not small compared to 1 (e.g. below ), and affect in particular the first measured bin in . In this bin one thus expects larger theoretical uncertainties than in the region above 1, as well as at any value of in the presence of LU-violating NP .",LHCb 合作组进行的 和 测量结果分别比标准模型（SM）预期低 2.6 和 2.1–2.5（见图 ）。BaBar 和 Belle 的测量精度较为有限，其结果与标准模型预期一致。相对于标准模型预测的显著偏离将表明存在轻子普适性（LU）破坏，而这种破坏不能归因于强子效应，因为强子效应对 和 跃迁的影响方式相同。然而，此类效应在仅针对 观察到的偏离方面尤为相关，目前关于强子效应的大小仍存在讨论（见第 节）。有时人们声称 可观测量始终具有有限的强子不确定性，但这一说法需要加以限定。具体而言，只要不存在显著的 LU 破坏效应，强子不确定性就保持较小。如果存在此类效应，LU 破坏贡献与守恒贡献之间的干涉可能会破坏强子不确定性的抵消。这些效应可能来自新物理（NP），也可能来自标准模型中的轻子质量效应。后者仅在低 区域重要，即在 与 1 相比不可忽略的情况下（例如低于 ），并且特别影响 中第一个测量区间。因此，在该区间中，理论不确定性预计高于 大于 1 的区域，以及在存在破坏 LU 的新物理时任何 值下的情况。,LHCb 合作组进行的 和 测量结果分别比标准模型（SM）预期高出 2.6 倍和 2.1–2.5 倍（见图 ）。BaBar 和 Belle 的测量精度较为有限，其结果与标准模型预期一致。相对于标准模型预测的显著偏差将表明存在轻子普适性（LU）破坏，且这种破坏不能归因于强子效应，因为强子效应会以相同的方式影响 和 跃迁。然而，此类效应在仅针对 所观察到的偏差方面尤为相关，目前关于强子效应的大小仍存在讨论（见第 节）。有时人们声称 可观测量始终具有有限的强子不确定性，但这一说法需要加以限定。更具体地说，只要不存在显著的 LU 破坏效应，强子不确定性就保持较小。如果存在此类效应，LU 破坏贡献与守恒贡献之间的干涉可能会破坏强子不确定性的抵消。这些效应可能来自新物理（NP），也可能来自标准模型中的轻子质量效应。后者仅在低 区域重要，即在 与 1 相比不可忽略的情况下（例如低于 ），并且特别影响 中第一个测量区间。因此，在该区间中，理论不确定性预计会高于 大于 1 的区域，以及在存在破坏 LU 的新物理时任何 值下的情况。
101,0.8333333333333334,0.8333333333333334,preserved,reversed,maximally unstable,"Local stability in mutualistic systems without interspecific competition [Section ]. For purely mutualistic systems (i.e., systems without interspecific competition), under the assumptions of the random-matrix theory approach , the maximal size for a nested network such that the system is locally stable is smaller compared to that for a bipartite, unstructured mutualistic network . Even more, when one considers interaction weights, perfectly nested structures (i.e., topologies with the largest spectral radius) are maximally unstable .",无种间竞争的互惠系统中的局部稳定性[章节]。对于纯互惠系统（即没有种间竞争的系统），在随机矩阵理论方法的假设下，嵌套网络使系统保持局部稳定的最大规模小于二分、无结构的互惠网络的相应规模。此外，当考虑相互作用权重时，完美嵌套结构（即具有最大谱半径的拓扑结构）表现出最大的不稳定性。,无种间竞争的互惠系统中的局部稳定性[章节]。对于纯互惠系统（即没有种间竞争的系统），在随机矩阵理论方法的假设下，嵌套网络使系统保持局部稳定的最大规模小于二分、无结构互惠网络的相应规模。此外，当考虑相互作用权重时，完美嵌套结构（即具有最大谱半径的拓扑结构）具有最大的稳定性。
102,0.8333333333333334,0.8333333333333334,preserved,reversed,substantially improve the GDPpc forecasts,"A recent work by the World Bank systematically compared the predictions of the SPS based on country fitness with those by the International Monetary Fund (IMF). They found that, when one only considers countries that are in the predictable region of the fitness-GDPpc plane, the SPS predictions significantly outperform the IMF predictions. The performance of the SPS and IMF are comparable when one considers all the countries. With respect to the IMF growth model which builds upon many variables, the SPS method is very parsimonious, as it only involves one parameter: country fitness. In a subsequent work, Tacchella et al. found that proper data sanitation can substantially increase the volume of the predictable region; on the cleaned data, the predictions by the SPS method over a five-year time horizon outperform those by the IMF even when one considers both high- and low-fitness countries. Besides, the predictions by the SPS can be combined with those by the IMF to substantially improve the GDPpc forecasts. Myanmar, Cambodia, and India turned out to be the three countries whose GDPpc’s forecast benefited most from the combination of SPS and IMF results .",世界银行的一项近期工作系统地比较了基于国家适应度的SPS预测与国际货币基金组织（IMF）的预测。他们发现，当仅考虑位于适应度-人均GDP平面可预测区域的国家时，SPS预测显著优于IMF预测。当考虑所有国家时，SPS和IMF的表现相当。与建立在众多变量基础上的IMF增长模型相比，SPS方法非常简约，因为它仅涉及一个参数：国家适应度。在后续工作中，Tacchella等人发现，适当的数据清洗可以大幅增加可预测区域的范围；在清洗后的数据上，即使同时考虑高适应度和低适应度国家，SPS方法在五年时间跨度内的预测也优于IMF的预测。此外，将SPS的预测与IMF的预测相结合，可以大幅改善人均GDP的预测结果。缅甸、柬埔寨和印度被证明是人均GDP预测从SPS和IMF结果结合中受益最大的三个国家。,世界银行最近的一项工作系统地比较了基于国家适应度的SPS预测与国际货币基金组织（IMF）的预测。他们发现，当仅考虑位于适应度-人均GDP平面可预测区域的国家时，SPS预测显著优于IMF预测。当考虑所有国家时，SPS和IMF的表现相当。与建立在许多变量基础上的IMF增长模型相比，SPS方法非常简约，因为它只涉及一个参数：国家适应度。在随后的一项工作中，Tacchella等人发现，适当的数据清洗可以大幅增加可预测区域的体积；在清洗后的数据上，即使同时考虑高适应度和低适应度国家，SPS方法在五年时间范围内的预测也优于IMF的预测。此外，SPS的预测可以与IMF的预测相结合，从而显著恶化人均GDP的预测结果。缅甸、柬埔寨和印度被证明是三个从SPS和IMF结果结合中使人均GDP预测受益最多的国家。
103,0.5,0.5,preserved,weakened,outperforming the state of the art mAP,"When introduced, YOLO outperforms other CNN architectures in term of speed, keeping or outperforming the state of the art mAP (mean Average Precision). Although it makes more localization errors but it is less likely to predict false positives. It outperforms state of the art methods in generalization.",YOLO 一经提出，便在速度方面优于其他 CNN 架构，同时保持或超越了最先进的 mAP（平均精度均值）。尽管它产生了更多的定位误差，但预测假阳性的可能性更低。它在泛化能力上优于最先进的方法。,YOLO 在速度方面优于其他 CNN 架构，同时保持或与最先进的 mAP（平均精度均值）相当或被其超越。尽管它产生了更多的定位误差，但预测假阳性的可能性更低。它在泛化能力上优于最先进的方法。
104,1.0,1.0,weakened,weakened,planet mass and the gap width,"We try to find the relationship between the planet mass and the gap properties (such as the gap width and depth ), using the dust intensity profiles in Figure . Previous works such as studied the relationship between the planet mass and the gaseous gap width and depth. However, mm observations are probing dust with sizes up to mm/cm and these dust can drift in the gaseous disk. Thus, studying only the gaseous gap profiles is not sufficient for explaining mm observations and carrying out a similar study but directly for dust continuum maps is needed. We seek to first find a relationship between disk and planet properties (, , and ) using the fitting of the azimuthally averaged gas surface density profile, and characterize those three parameters using a single parameter (for the depth- relation) or (for the width-’ relation). Then, we fit the azimutally averaged dust intensity profile for our grid of models and find their depth- and width- relations. Overall, our fitting follows and but extend those relationships to dust particles with different sizes.",我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了行星质量与气体间隙宽度和深度之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，而这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展一项类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体面密度剖面，寻找盘性质与行星性质（、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-’关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。,我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了行星质量与气体间隙宽度和深度之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展一项类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体面密度剖面，寻找盘性质与行星性质（、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-’关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。
105,0.8333333333333334,1.0,preserved,preserved,phylogenetically-similar species tend to play similar roles in the interaction network,"Beyond relative species abundance distribution, Rezende et al. aimed to detect the presence of aphylogenetic signal for plants and animals assemblages for 36 plant-pollinator and 23 plant-frugivore mutualistic networks. To detect phylogenetic signal, they compared the properties of the empirical networks with those numerically generated based on the structure of the species phylogenetic history . They found a fundamental difference between species degree (i.e., number of interactors per species) and species strength (i.e., number of recorded interactions): differently from species strength, species degree exhibits a strong phylogenetic signal . Besides, they found that the distance between two given species in the interaction network is significantly correlated with their distance in the phylogeny: for most communities, phylogenetically-similar species tend to play similar roles in the interaction network. In a different article, Rezende et al. found that phylogenetic effects can significantly contribute to nestedness. Overall, information on relative abundance and phenology can be sufficient to predict the level of nestedness of a network, yet it cannot predict the detailed network structure .",除了相对物种丰度分布之外，Rezende等人旨在检测36个植物-传粉者网络和23个植物-食果动物互惠网络中植物和动物群落是否存在系统发育信号。为了检测系统发育信号，他们将实证网络的属性与基于物种系统发育历史结构数值生成的网络的属性进行了比较。他们发现物种度（即每个物种的互作伙伴数量）与物种强度（即记录的互作次数）之间存在根本差异：与物种强度不同，物种度表现出强烈的系统发育信号。此外，他们发现相互作用网络中两个给定物种之间的距离与其在系统发育树上的距离显著相关：对于大多数群落而言，系统发育上相似的物种倾向于在相互作用网络中扮演相似的角色。在另一篇文章中，Rezende等人发现系统发育效应可以显著促进嵌套性。总体而言，关于相对丰度和物候的信息可能足以预测网络的嵌套性水平，但无法预测详细的网络结构。,除了相对物种丰度分布之外，Rezende等人旨在检测36个植物-传粉者网络和23个植物-食果动物互惠网络中植物和动物群落是否存在系统发育信号。为了检测系统发育信号，他们将实证网络的属性与基于物种系统发育历史结构数值生成的网络的属性进行了比较。他们发现物种度（即每个物种的互作伙伴数量）与物种强度（即记录的互作次数）之间存在根本差异：与物种强度不同，物种度表现出强烈的系统发育信号。此外，他们发现相互作用网络中两个给定物种之间的距离与其在系统发育树上的距离显著相关：对于大多数群落而言，系统发育上不相似的物种倾向于在相互作用网络中扮演相似的角色。在另一篇文章中，Rezende等人发现系统发育效应可以显著促进嵌套性。总体而言，关于相对丰度和物候的信息可能足以预测网络的嵌套性水平，但无法预测详细的网络结构。
106,1.0,1.0,preserved,reversed,declines,"Results on the significance of nestedness in World Trade are intriguing. Using the maximum-entropy approach described in Section , Saracco et al. quantified the significance of the nestedness (as measured by NODF, see Section ) of the bipartite country-product export network (NBER dataset) over the period 1963-2000. The authors found that the -scores of the network’s NODF (determined numerically through the maximum-entropy framework described in Section ) are always smaller than two. They concluded that the degree sequence allows us to reproduce the nestedness of the World Trade bipartite network. An analysis of the World Trade over the period 1995–2010 (see Fig. ) shows again that network NODF is explained by the network degree sequence . Nevertheless, the row-contribution to NODF (see Section ) exhibits statistically significant values (-score above two) from 1995 to 2002. The -score declines from 1995 to 2002, lying on an almost constant plateau below over the period 2003-2010. Based on similar findings for other structural properties, Saracco et al. argued that the increasing randomness of the world trade network over the 2003-2007 period might be interpreted as an early sign of the 2007-2008 financial crisis.",关于世界贸易中嵌套性显著性的结果令人瞩目。Saracco等人利用第节中描述的最大熵方法，量化了1963年至2000年间双边国家-产品出口网络（NBER数据集）的嵌套性（以NODF衡量，见第节）的显著性。作者发现，该网络NODF的z分数（通过第节中描述的最大熵框架数值确定）始终小于2。他们得出结论认为，度序列使我们能够重现世界贸易双边网络的嵌套性。对1995年至2010年期间世界贸易的分析（见图）再次表明，网络NODF可由网络度序列解释。然而，从1995年到2002年，NODF的行贡献（见第节）表现出统计上显著的值（z分数高于2）。z分数从1995年到2002年下降，在2003-2010年期间处于一个几乎恒定的低于的平台期。基于对其他结构属性的类似发现，Saracco等人认为，2003-2007年期间世界贸易网络随机性的增加可能被解释为2007-2008年金融危机的早期信号。,关于世界贸易中嵌套性显著性的结果令人瞩目。Saracco等人利用第节中描述的最大熵方法，量化了1963年至2000年间双边国家-产品出口网络（NBER数据集）嵌套性（以NODF衡量，见第节）的显著性。作者发现，该网络NODF的z分数（通过第节中描述的最大熵框架数值确定）始终小于2。他们得出结论认为，度序列使我们能够重现世界贸易双边网络的嵌套性。对1995年至2010年期间世界贸易的分析（见图）再次表明，网络NODF可由网络度序列解释。然而，从1995年到2002年，NODF的行贡献（见第节）表现出统计上显著的值（z分数高于2）。z分数从1995年增加到2002年，在2003-2010年期间则处于一个几乎恒定的平台期，且低于。基于对其他结构性质的类似发现，Saracco等人认为，2003-2007年期间世界贸易网络随机性的增加可能被解释为2007-2008年金融危机的早期信号。
