trap,rcs_good,rcs_bad,fid_good,fid_bad,focus,source,good_tr,bad_tr
107,1.0,1.0,preserved,reversed,YOLOv3 outperforms Faster R-CNN,"The evaluation metrics show that both of the algorithms has high precision rate (99.66% for Faster R-CNN vs 99.73% for YOLOv3). This high value indicates that when they classify an object as car, it is very highly probable that this object is a car. So, the ability of the algorithms to detect true cars is very high. Percentage that the algorithms classify non-car objects as car is very rare (0.34% for Faster R-CNN versus 0.27% for YOLOv3). But when comparing the recall, we note that YOLOv3 outperforms clearly Faster R-CNN (79.40% for Faster R-CNN versus 99.07% YOLOv3). The recall measures the ability of the algorithm to detect all the instances of cars in the image. YOLOv3 is more capable to extract all the instances of cars in one image, Faster R-CNN misses some instances more than YOLOv3. This is due to the high number of FN (False Negatives) which is 150 for Faster R-CNN versus 2 for YOLOv3. Considering F1, which is a harmonic average of the precision and recall that gives a global idea about robustness of the algorithm (his ability to extract all the instances of cars and to not falsely extract non-car objects). We note here that YOLOv3 outperforms Faster R-CNN as it has higher recall. The quality measure is a similar metric to measure the robustness of the algorithm. This measures indicates similarly the robustness of YOLOv3 versus Faster R-CNN.",评估指标显示，两种算法均具有高精确率（Faster R-CNN 为 99.66%，YOLOv3 为 99.73%）。这一高值表明，当它们将某个对象分类为汽车时，该对象确实是汽车的概率非常高。因此，这些算法检测真实汽车的能力非常强。算法将非汽车对象错误分类为汽车的比例非常低（Faster R-CNN 为 0.34%，YOLOv3 为 0.27%）。然而，在比较召回率时，我们注意到 YOLOv3 明显优于 Faster R-CNN（Faster R-CNN 为 79.40%，YOLOv3 为 99.07%）。召回率衡量的是算法检测图像中所有汽车实例的能力。YOLOv3 更能提取单张图像中的所有汽车实例，而 Faster R-CNN 比 YOLOv3 遗漏了更多的实例。这是由于假阴性（FN）数量较高所致：Faster R-CNN 的 FN 数量为 150，而 YOLOv3 仅为 2。考虑到 F1 分数，它是精确率和召回率的调和平均值，能够全面反映算法的鲁棒性（即提取所有汽车实例且不错误提取非汽车对象的能力）。在此我们注意到，由于 YOLOv3 具有更高的召回率，其表现优于 Faster R-CNN。质量度量是另一种用于衡量算法鲁棒性的类似指标。该指标同样表明，与 Faster R-CNN 相比，YOLOv3 具有更强的鲁棒性。,评估指标显示，两种算法均具有高精确率（Faster R-CNN 为 99.66%，YOLOv3 为 99.73%）。这一高值表明，当它们将某个对象分类为汽车时，该对象确实是汽车的概率非常高。因此，这些算法检测真实汽车的能力非常强。算法将非汽车对象错误分类为汽车的比例非常低（Faster R-CNN 为 0.34%，YOLOv3 为 0.27%）。然而，在比较召回率时，我们注意到 Faster R-CNN 明显优于 YOLOv3（Faster R-CNN 为 79.40%，YOLOv3 为 99.07%）。召回率衡量的是算法检测图像中所有汽车实例的能力。YOLOv3 更能够从单张图像中提取所有汽车实例，而 Faster R-CNN 比 YOLOv3 遗漏了更多的实例。这是由于假阴性（FN）数量较高所致，Faster R-CNN 的 FN 数量为 150，而 YOLOv3 仅为 2。考虑到 F1 分数，它是精确率和召回率的调和平均值，提供了关于算法鲁棒性（即提取所有汽车实例且不错误提取非汽车对象的能力）的整体概念。在此我们注意到，由于 YOLOv3 具有更高的召回率，其表现优于 Faster R-CNN。质量度量是另一种用于衡量算法鲁棒性的类似指标。该指标同样表明了 YOLOv3 相较于 Faster R-CNN 的鲁棒性优势。
108,0.6666666666666666,0.3333333333333333,preserved,preserved,larger,"Allesina and Tang argued that in nested matrices, stability is undermined by the existence of generalists species that yield larger-than-average row-sum . Their numerical findings confirmed this intuition: nested bipartite matrices have larger eigenvalues than unstructured bipartite mutualistic matrices (see Fig. ). In the numeric example above (), the upper bound to the community size is given by : nested mutualistic matrices are less likely to be locally stable than unstructured mutualistic matrices .",Allesina和Tang指出，在嵌套矩阵中，泛化物种的存在会削弱稳定性，因为这些物种产生的行和大于平均值。他们的数值结果证实了这一直觉：嵌套二分矩阵的特征值大于无结构二分互惠矩阵的特征值（见图）。在上述数值示例（）中，群落规模的上限由以下因素决定：与无结构互惠矩阵相比，嵌套互惠矩阵更不太可能实现局部稳定。,Allesina和Tang指出，在嵌套矩阵中，泛化物种的存在会削弱稳定性，因为这些物种产生的行和大于平均值。他们的数值结果证实了这一直觉：非结构化二分矩阵的特征值大于嵌套二分互惠矩阵的特征值（见图）。在上述数值例子（）中，群落规模的上限由以下公式给出：与无结构互惠矩阵相比，嵌套互惠矩阵更不太可能实现局部稳定。
109,0.8333333333333334,0.8333333333333334,weakened,weakened,different from those by previous studies,"More recently, Borràs et al. used the maximum-entropy approach for bipartite networks (see Section ) to assess the relation between nestedness and degree sequence in mutualistic networks. Their conclusions are different from those by previous studies . Based on NODF and spectral radius, they found that among all the analyzed networks, only a tiny fraction of them exhibit -score larger than two. They concluded that in mutualistic networks, the “observed nested structure of the ecological communities studied is, in fact, a mere consequence of the degree sequences of the two guilds”. They interpreted this result as a consequence of the fact that for networks with highly-heterogeneous degree distribution, disassortative structures tend to have larger entropy than non-disassortative ones . This happens because a specialist has many more possibilities to be connected with a generalist than with another specialist. As nestedness and disassortativity are strongly related (see Section ), it follows that for a highly-heterogeneous degree distribution, maximizing entropy can lead to nested structures .",最近，Borràs 等人利用针对二分网络的最大熵方法（见第 节）来评估互惠网络中嵌套性与度序列之间的关系。他们的结论与先前研究的不同。基于 NODF 和谱半径，他们发现，在所有被分析的网络中，只有一小部分网络的 -score 大于二。他们得出结论认为，在互惠网络中，“所研究的生态群落的‘观测到的嵌套结构’实际上仅仅是两个功能群度序列的结果”。他们将这一结果解释为以下事实的后果：对于具有高度异质度分布的网络，非 assortative（非同类匹配）结构往往比非非 assortative 结构具有更大的熵。这是因为专性物种与泛化物种连接的可能性远多于与另一个专性物种连接的可能性。由于嵌套性与非 assortativity 密切相关（见第 节），因此可以推断，对于高度异质的度分布，最大化熵可能导致嵌套结构的产生。,最近，Borràs 等人利用适用于二分网络的最大熵方法（见第 节）来评估互惠网络中嵌套性与度序列之间的关系。他们的结论与先前研究的结果一致。基于 NODF 和谱半径，他们发现，在所有被分析的网络中，只有一小部分网络的 -score 大于二。他们得出结论认为，在互惠网络中，“所研究的生态群落的观测到的嵌套结构实际上仅仅是两个功能群度序列的后果”。他们将这一结果解释为以下事实的后果：对于具有高度异质度分布的网络，非 assortative（非同类匹配）结构往往比非非 assortative 结构具有更大的熵。这是因为专性物种与泛化物种连接的可能性远多于与另一个专性物种连接的可能性。由于嵌套性与非 assortativity 密切相关（见第 节），因此可以推断，对于高度异质的度分布，最大化熵可能导致嵌套结构的产生。
110,0.5,0.0,preserved,reversed,exponentially enhanced,"The second term in the l.h.s. is an exponentially small correction which is crucial to obtain the exact results (in fact, this correction can become exponentially enhanced when , leading to PT-symmetry breaking ). When this correction is neglected, we recover ().",左侧的第二项是一个指数级小的修正，对于获得精确结果至关重要（事实上，当 时，该修正可能被指数级增强，从而导致 PT 对称性破缺）。当忽略此修正时，我们恢复 ()。,左边的第二项是一个指数增强的修正，对于获得精确结果至关重要（事实上，当 时，该修正可能变得指数级小，从而导致 PT 对称性破缺）。当忽略此修正时，我们恢复 ()。
111,1.0,0.6666666666666666,preserved,reversed,YOLOv3 outperforms Faster R-CNN,"In this paper, we have made a comparison between the state of the art algorithms for object detection (Faster R-CNN and YOLOv3). We made an experimental comparison between them in car detection task from UAV images. We began by a theoretical description of both algorithms, citing the architectural design and the improvements that precedes the current design of them. Then, we made an experimental comparison using a labeled car dataset divided into a train dataset and a test dataset. This dataset is used to train both models and test their performance. The performance evaluation is performance metrics is made using five metrics: precision, recall, F1 score, quality and processing time. Based on the results obtained, we first found that both algorithms are comparable in precision, which mean that both of them have high capability to correctly classify car object in the image. But we found also that YOLO v3 outperforms Faster R-CNN in sensitivity which mean that YOLO V3 is more capable to extract all the cars in the image with 99.07% accuracy. Concerning the processing time for one image detection, we found also that YOLOv3 outperforms Faster R-CNN. This study serves as a guidance for traffic monitors that plan to use UAVs for traffic monitoring and demonstrates that YOLOv3 can be used for traffic monitoring in UAV imagery. Also, it serves for researchers that need to choose the best algorithm for object detection according to their needs.",本文对目标检测领域的最先进算法（Faster R-CNN 和 YOLOv3）进行了比较。我们在基于无人机图像的车辆检测任务中对这两种算法进行了实验比较。我们首先从理论上描述了这两种算法，引用了其架构设计以及促成当前设计的改进措施。随后，我们使用一个标注的车辆数据集进行了实验比较，该数据集被划分为训练集和测试集。该数据集用于训练两个模型并测试其性能。性能评估采用五个指标：精确率、召回率、F1 分数、质量和处理时间。根据所得结果，我们首先发现两种算法在精确率方面具有可比性，这意味着它们都具备在图像中正确分类车辆对象的高能力。但我们还发现，YOLOv3 在灵敏度方面优于 Faster R-CNN，这意味着 YOLOv3 能够以 99.07% 的准确率更有效地提取图像中的所有车辆。关于单张图像的检测处理时间，我们也发现 YOLOv3 优于 Faster R-CNN。本研究为计划使用无人机进行交通监控的交通监测人员提供了指导，并证明 YOLOv3 可用于无人机图像中的交通监控。此外，它也为需要根据自身需求选择最佳目标检测算法的研究人员提供了参考。,本文对目标检测领域的最先进算法（Faster R-CNN 和 YOLOv3）进行了比较。我们在基于无人机图像的车辆检测任务中对这两种算法进行了实验比较。我们首先从理论上描述了这两种算法，引用了其架构设计以及促成当前设计的先前改进。随后，我们使用一个标注的车辆数据集进行了实验比较，该数据集被划分为训练集和测试集。该数据集用于训练两个模型并测试其性能。性能评估采用五个指标：精确率、召回率、F1 分数、质量和处理时间。根据所得结果，我们首先发现两种算法在精确率方面具有可比性，这意味着两者都具备正确分类图像中车辆对象的高能力。但我们还发现，YOLOv3 在灵敏度方面优于 Faster R-CNN，这意味着 YOLOv3 能够以 99.07% 的准确率更有效地提取图像中的所有车辆。关于单张图像检测的处理时间，我们还发现 Faster R-CNN 优于 YOLOv3。本研究为计划使用无人机进行交通监控的交通监测人员提供了指导，并证明 YOLOv3 可用于无人机图像中的交通监控。此外，本研究也为需要根据自身需求选择最佳目标检测算法的研究人员提供了参考。
112,0.6666666666666666,0.6666666666666666,preserved,reversed,more fragile against the removal strategy,"Burgos et al. moved one step forward by using the self-organizing network model (SNM, see Section and ) to gauge the impact of nestedness on systemic robustness. As we have seen in Section , the SNM allows us to gradually move from a completely random topology to a perfectly nested topology. The authors found that more nested structures are both more robust against the removal strategy, and more fragile against the removal strategy. This is intuitive: in a large perfectly nested structure, if we lose the most specialist species , no other species will become extinct as was only connected with the most generalist species. By contrast, if we lose the most generalist species, the most specialist species are likely to become extinct as they were only connected with the most generalist species. Burgos et al. noticed that if we accept that the only systems that we can observe in nature are those with a higher level of robustness, the omnipresence of nested structure in mutualistic networks might be a manifestation of the more vulnerable position of specialist species.",Burgos等人通过使用自组织网络模型（SNM，见第节和第节）向前迈进了一步，以评估嵌套性对系统鲁棒性的影响。正如我们在第节中所见，SNM允许我们从完全随机的拓扑结构逐渐过渡到完美嵌套的拓扑结构。作者发现，嵌套程度更高的结构在面对移除策略时既更具鲁棒性，又更为脆弱。这一直观上是可以理解的：在一个大型的完美嵌套结构中，如果我们失去最特化的物种，不会有其他物种灭绝，因为该物种仅与最泛化的物种相连。相比之下，如果我们失去最泛化的物种，最特化的物种很可能会灭绝，因为它们仅与最泛化的物种相连。Burgos等人指出，如果我们接受在自然界中我们只能观察到具有较高鲁棒性水平的系统这一观点，那么互惠网络中嵌套结构的普遍存在可能是特化物种处于更脆弱地位的一种表现。,Burgos等人通过使用自组织网络模型（SNM，参见第节和第节）向前迈进了一步，以评估嵌套性对系统鲁棒性的影响。正如我们在第节中所见，SNM允许我们从完全随机的拓扑结构逐渐过渡到完美嵌套的拓扑结构。作者发现，嵌套程度更高的结构既对移除策略具有更强的鲁棒性，又对移除策略表现出更低的脆弱性。这一直观上是可以理解的：在一个大型的完美嵌套结构中，如果我们失去最特化的物种，不会有其他物种灭绝，因为该特化物种仅与最泛化的物种相连。相比之下，如果我们失去最泛化的物种，最特化的物种很可能会灭绝，因为它们仅与最泛化的物种相连。Burgos等人指出，如果我们接受在自然界中我们只能观察到那些具有较高鲁棒性水平的系统这一观点，那么互利共生网络中嵌套结构的普遍存在可能是特化物种处于更脆弱地位的一种表现。
113,1.0,0.6666666666666666,weakened,weakened,compare different approaches to the calculation of the energy levels of this oscillator,"and the Voros spectrum can be easily translated into the usual spectrum. In Table we compare different approaches to the calculation of the energy levels of this oscillator. We have chosen to facilitate the comparison with results in the literature Note however that the some of the numerical results for the excited energy levels of () presented in Table 1 of are slightly off.. The first column is a numerical calculation of the energy levels, by combining standard Rayleigh–Ritz techniques with complex dilatation. The second column uses the EQC () and the TBA calculation of the quantum periods. The third column is obtained by using the all-orders WKB perturbative quantization condition (), and the TBA calculation of . The final column gives the result of the Bohr–Sommerfeld quantization condition, which approximates the l.h.s. of () by the classical period.",并且，Voros 谱可以很容易地转换为通常的谱。在表中，我们比较了计算该振子能级的不同方法。为了便于与文献中的结果进行比较，我们做出了相应选择。然而需要注意的是，文献中表 1 给出的某些激发态能级的数值结果略有偏差。第一列是通过将标准的瑞利-里兹（Rayleigh–Ritz）方法与复伸缩技术相结合而得到的能级数值计算结果。第二列使用了 EQC () 以及量子周期的 TBA 计算结果。第三列是通过使用全阶 WKB 微扰量子化条件 () 以及 的 TBA 计算结果得到的。最后一列给出了玻尔-索末菲（Bohr–Sommerfeld）量子化条件的结果，该条件用经典周期近似了 () 式的左边。,并且Voros谱可以很容易地转换为通常的谱。在表中，我们比较了计算该振子能级的不同方法。为了便于与文献中的结果进行比较，我们选择了这些方法。然而需要注意的是，文献中表1给出的某些激发态能级的数值结果略有偏差。第一列是通过将标准的Rayleigh–Ritz方法与复数伸缩相结合得到的能级数值计算结果。第二列使用了EQC（）以及量子周期的TBA计算。第三列是通过使用全阶WKB微扰量子化条件（）以及 的TBA计算得到的。最后一列给出了Bohr–Sommerfeld量子化条件的结果，该条件用（）的左边近似经典周期。
114,0.5,0.3333333333333333,preserved,reversed,gaps in cases are shallower but wider than the cases,"2) With the same planet mass, gaps in cases are shallower but wider than the cases. This is consistent with previous studies .",2) 在行星质量相同的情况下，情形中的间隙比情形更浅但更宽。这与先前的研究一致。,2) 在行星质量相同的情况下，情形中的间隙比情形中的间隙更深但更宽。这与先前的研究一致。
115,0.3333333333333333,0.16666666666666666,preserved,reversed,lower than,"An example of such a computation, for , is shown in Table . Although the precision obtained for the quartic potential is lower than for the cubic potential discussed in the previous section, the discrepancies are at worst of (for the ground state).",表 展示了此类计算的一个示例。尽管四次势所获得的精度低于上一节讨论的三次势，但差异最大仅为（针对基态）。,表 展示了此类计算的一个示例，针对 。尽管四次势所获得的精度高于上一节讨论的三次势，但差异最大仅为（针对基态）。
116,0.8333333333333334,0.5,preserved,reversed,better than those of the BaBar and Belle experiments,"Since 2018 a new experiment, Belle-II, operating at the CM energy at SuperKEKB (Japan), is being commissioned (see for example Ref. ). Data taking with a complete detector should start in 2019, with the goal to collect an integrated luminosity of about 50 by 2025. The detector performances are expected to be better than those of the BaBar and Belle experiments, most notably for the impact parameter and secondary vertex resolutions, reconstruction efficiency and PID.",自2018年以来，在日本SuperKEKB对撞机上以质心能量运行的新实验Belle-II正在调试中（例如参见参考文献）。使用完整探测器进行数据采集的工作应于2019年开始，目标是到2025年收集约50 ab⁻¹的积分亮度。预计该探测器的性能将优于BaBar和Belle实验，尤其是在冲击参数分辨率、次级顶点分辨率、重建效率以及粒子鉴别（PID）方面。,自2018年以来，在日本SuperKEKB对撞机上以质心能量运行的新实验Belle-II正在调试中（例如参见参考文献）。使用完整探测器进行数据采集的工作应于2019年开始，目标是到2025年收集约50 ab⁻¹的积分亮度。预计该探测器的性能将差于BaBar和Belle实验，尤其是在冲击参数分辨率、次级顶点分辨率、重建效率以及粒子鉴别（PID）方面。
117,0.6666666666666666,0.3333333333333333,preserved,preserved,disappearances significantly better than appearances,"To test this hypothesis, Bustos et al. compared, for each pair of years, the ability of their model to predict the appearance and disappearance of links Bustos et al. defined an appearance of a link as an increase in exports per capita from less than 5% of the world average, for five consecutive years, to more than 25%, for at least five years. They defined the disappearance of a link as the decrease in exports per capita of a country from 25% or more than the world average to 5% or less, for at least five years.. The model produces an Area Under the Curve (AUC)The AUC is one of the most used metrics to benchmark prediction accuracy. We refer to for its definition. substantially larger than 0.5 for both appearances and disappearances, which implies better predictability than random predictions. Interestingly, it predicts disappearances significantly better than appearances (average AUC equal to against , see Fig. 3c in ). Besides, they studied the structural position of appearances and disappearances in the adjacency matrix. In particular, they measured their distance from the diversification-ubiquity line, which denotes the shape of a perfectly nested matrix with the same number of edges as the matrix in exam. They found that the observed appearances tend to lie significantly closer to the diversification-ubiquity line than expected by chance, whereas observed disappearances tend to lie outside of the perfectly nested shape (see Fig. ). The nested structure of the network is therefore highly informative on future changes in the system.",为了检验这一假设，Bustos等人针对每一年份对，比较了其模型预测链接出现和消失的能力。Bustos等人将链接的出现定义为人均出口额从连续五年低于世界平均水平的5%增加到至少五年高于世界平均水平的25%。他们将链接的消失定义为一个国家的人均出口额从世界平均水平的25%或更高下降到5%或更低，并持续至少五年。该模型生成的曲线下面积（AUC）——AUC是基准预测准确度最常用的指标之一，其定义参见文献——对于链接的出现和消失均显著大于0.5，这意味着其可预测性优于随机预测。有趣的是，该模型对链接消失的预测显著优于对链接出现的预测（平均AUC分别为 和 ，参见 中的图3c）。此外，他们还研究了链接出现和消失在邻接矩阵中的结构位置。特别是，他们测量了它们与多样化-普遍性线的距离，该线表示具有与被考察矩阵相同边数的完美嵌套矩阵的形状。他们发现，观测到的链接出现倾向于比随机预期更显著地靠近多样化-普遍性线，而观测到的链接消失则倾向于位于完美嵌套形状之外（参见图 ）。因此，网络的嵌套结构对于系统未来的变化具有高度的信息价值。,为了检验这一假设，Bustos 等人针对每一年份对，比较了其模型预测链接出现和消失的能力。Bustos 等人将链接的出现定义为人均出口额从连续五年低于世界平均水平的 5% 增加到至少五年高于世界平均水平的 25%。他们将链接的消失定义为一个国家的人均出口额从世界平均水平的 25% 或更高下降到 5% 或更低，并持续至少五年。该模型生成的曲线下面积（AUC）——AUC 是基准测试预测准确度最常用的指标之一，其定义参见文献——对于出现和消失两种情况均显著大于 0.5，这意味着其可预测性优于随机预测。有趣的是，该模型对出现的预测显著优于对消失的预测（平均 AUC 分别为 和 ，参见文献中的图 3c）。此外，他们还研究了出现和消失在邻接矩阵中的结构位置。具体而言，他们测量了它们与多样化—普遍性线的距离，该线表示具有与待考察矩阵相同边数的完美嵌套矩阵的形状。他们发现，观测到的出现倾向于比随机预期更显著地靠近多样化—普遍性线，而观测到的消失则倾向于位于完美嵌套形状之外（参见图 ）。因此，网络的嵌套结构对于系统未来的变化具有高度的信息价值。
118,1.0,1.0,preserved,weakened,below,"Results on the significance of nestedness in World Trade are intriguing. Using the maximum-entropy approach described in Section , Saracco et al. quantified the significance of the nestedness (as measured by NODF, see Section ) of the bipartite country-product export network (NBER dataset) over the period 1963-2000. The authors found that the -scores of the network’s NODF (determined numerically through the maximum-entropy framework described in Section ) are always smaller than two. They concluded that the degree sequence allows us to reproduce the nestedness of the World Trade bipartite network. An analysis of the World Trade over the period 1995–2010 (see Fig. ) shows again that network NODF is explained by the network degree sequence . Nevertheless, the row-contribution to NODF (see Section ) exhibits statistically significant values (-score above two) from 1995 to 2002. The -score declines from 1995 to 2002, lying on an almost constant plateau below over the period 2003-2010. Based on similar findings for other structural properties, Saracco et al. argued that the increasing randomness of the world trade network over the 2003-2007 period might be interpreted as an early sign of the 2007-2008 financial crisis.",关于世界贸易中嵌套性显著性的结果令人瞩目。Saracco等人利用第节中描述的最大熵方法，量化了1963年至2000年间双边国家-产品出口网络（NBER数据集）的嵌套性（以NODF衡量，见第节）的显著性。作者发现，该网络NODF的z分数（通过第节中描述的最大熵框架数值确定）始终小于2。他们得出结论认为，度序列使我们能够重现世界贸易双边网络的嵌套性。对1995年至2010年期间世界贸易的分析（见图）再次表明，网络NODF可由网络度序列解释。然而，从1995年到2002年，对NODF的行贡献（见第节）表现出统计上显著的值（z分数高于2）。z分数从1995年到2002年下降，在2003-2010年期间处于一个几乎恒定的平台期，且低于。基于对其他结构性质的类似发现，Saracco等人认为，2003-2007年期间世界贸易网络随机性的增加可能被解释为2007-2008年金融危机的早期信号。,关于世界贸易中嵌套性显著性的结果令人着迷。Saracco等人利用第节中描述的最大熵方法，量化了1963-2000年间双边国家-产品出口网络（NBER数据集）的嵌套性（由NODF衡量，见第节）的显著性。作者发现，该网络NODF的z分数（通过第节中描述的最大熵框架数值确定）始终小于2。他们得出结论认为，度序列使我们能够重现世界贸易双边网络的嵌套性。对1995–2010年期间世界贸易的分析（见图）再次表明，网络NODF可由网络度序列解释。然而，从1995年到2002年，NODF的行贡献（见第节）表现出统计上显著的值（z分数高于2）。z分数从1995年到2002年下降，在2003-2010年期间处于一个几乎恒定的低于的平台期。基于对其他结构性质的类似发现，Saracco等人认为，2003-2007年期间世界贸易网络随机性的增加可能被解释为2007-2008年金融危机的早期信号。
119,0.6666666666666666,0.6666666666666666,preserved,preserved,surpasses competitors,"Ammour et al. used two-stage method for the car detection problem. The first phase is the candidate region extraction stage and uses mean-shift algorithm to segment the image. The second phase is the car detection stage that uses the VGG16 [15] model to extract region feature, followed by a Support Vector Machine (SVM) classifier that uses this feature to classify it if it is car or non-car. Although the contribution surpasses competitors in terms of accuracy but it is still time-consuming and could not be used for real time applications. Indeed, the algorithm takes around 12 minutes to process 3456*5184 image. This is due to the different stages that the model uses (mean-shift segmentation, VGG16 feature extraction, SVM classification). The main computation load is resulted from the mean-shift segmentation, which is their core contribution for object localization. It is comparable to the R-CNN approach where the algorithm suggested for the object localization is the region proposal algorithm and both suffer from the computation load due to the object localization problem. We will show in the next section how this problem is solved by Faster R-CNN and YOLOv3.",Ammour 等人采用两阶段方法解决汽车检测问题。第一阶段是候选区域提取阶段，使用均值漂移算法对图像进行分割。第二阶段是汽车检测阶段，使用 VGG16 [15] 模型提取区域特征，随后通过支持向量机（SVM）分类器利用该特征将区域分类为汽车或非汽车。尽管该方法在准确率方面优于竞争对手，但它仍然耗时，无法用于实时应用。事实上，该算法处理一幅 3456*5184 的图像需要大约 12 分钟。这是由于模型使用了不同的阶段（均值漂移分割、VGG16 特征提取、SVM 分类）。主要的计算负载来源于均值漂移分割，这是他们在目标定位方面的核心贡献。这与 R-CNN 方法相当，在 R-CNN 中，建议用于目标定位的是区域提议算法，两者都因目标定位问题而承受计算负载。我们将在下一节展示 Faster R-CNN 和 YOLOv3 如何解决这一问题。,Ammour等人采用两阶段方法解决汽车检测问题。第一阶段是候选区域提取阶段，使用均值漂移算法对图像进行分割。第二阶段是汽车检测阶段，使用VGG16 [15] 模型提取区域特征，随后通过支持向量机（SVM）分类器利用该特征将区域分类为汽车或非汽车。尽管其他竞争方法在准确率方面优于该方法，但它仍然耗时，无法用于实时应用。事实上，该算法处理一幅3456*5184的图像大约需要12分钟。这是由于模型使用了不同的阶段（均值漂移分割、VGG16特征提取、SVM分类）。主要的计算负载来自均值漂移分割，这是他们用于目标定位的核心贡献。这与R-CNN方法相当，在R-CNN中，建议用于目标定位的是区域提议算法，两者都因目标定位问题而承受计算负载。我们将在下一节展示Faster R-CNN和YOLOv3如何解决这一问题。
120,1.0,1.0,weakened,weakened,planet mass and the gaseous gap depth,"We try to find the relationship between the planet mass and the gap properties (such as the gap width and depth ), using the dust intensity profiles in Figure . Previous works such as studied the relationship between the planet mass and the gaseous gap width and depth. However, mm observations are probing dust with sizes up to mm/cm and these dust can drift in the gaseous disk. Thus, studying only the gaseous gap profiles is not sufficient for explaining mm observations and carrying out a similar study but directly for dust continuum maps is needed. We seek to first find a relationship between disk and planet properties (, , and ) using the fitting of the azimuthally averaged gas surface density profile, and characterize those three parameters using a single parameter (for the depth- relation) or (for the width-’ relation). Then, we fit the azimutally averaged dust intensity profile for our grid of models and find their depth- and width- relations. Overall, our fitting follows and but extend those relationships to dust particles with different sizes.",我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了行星质量与气体间隙宽度和深度之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，而这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展一项类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体面密度剖面，寻找盘性质与行星性质（、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。,我们尝试利用图中的尘埃强度剖面，寻找行星质量与间隙特性（如间隙宽度和深度）之间的关系。先前的工作（例如）研究了气体间隙的宽度和深度与行星质量之间的关系。然而，毫米波观测探测的是尺寸高达毫米/厘米级的尘埃，这些尘埃会在气体盘中发生漂移。因此，仅研究气体间隙剖面不足以解释毫米波观测结果，有必要开展类似的研究，但直接针对尘埃连续谱图进行。我们首先通过拟合方位角平均的气体表面密度剖面，寻找盘性质与行星性质（、、和）之间的关系，并使用单个参数（用于深度-关系）或（用于宽度-’关系）来表征这三个参数。然后，我们对模型网格中的方位角平均尘埃强度剖面进行拟合，并确定其深度-和宽度-关系。总体而言，我们的拟合遵循和的方法，但将这些关系扩展到了不同尺寸的尘埃颗粒。
